age,region,activity,heart_rate,steps,calories,step_range,calories_range,sleep_hours,weight_kg,fitness_level
27,East,Gym,88,7199,462,5k-8k,400-550,7.95,63.9,moderately_fit
34,South,Gym,82,8888,290,8k-11k,250-400,3.95,73.0,moderately_fit
24,South,Sports,83,10289,413,8k-11k,400-550,6.61,73.8,moderately_fit
53,North,Cycling,92,9213,510,8k-11k,400-550,6.6,80.4,moderately_fit
24,East,Walking,72,6379,270,5k-8k,250-400,6.74,63.0,unfit
39,West,Sports,85,10783,535,8k-11k,400-550,6.82,78.0,moderately_fit
28,North,Walking,120,4137,157,<5k,<250,4.76,55.6,unfit
23,North,Running,101,9363,456,8k-11k,400-550,7.76,50.4,moderately_fit
27,North,Gym,85,7607,384,5k-8k,250-400,7.59,79.7,moderately_fit
24,East,Sports,91,9163,482,8k-11k,400-550,7.02,55.7,moderately_fit
31,South,Sports,75,5312,305,5k-8k,250-400,6.04,53.1,unfit
29,North,Running,93,15347,857,>14k,>700,7.69,53.7,fit
61,North,Walking,52,7649,297,5k-8k,250-400,6.35,81.7,moderately_fit
28,South,Running,115,16625,922,>14k,>700,7.23,73.8,fit
23,West,Cycling,78,11239,548,11k-14k,400-550,7.27,74.8,moderately_fit
28,East,Gym,86,8921,445,8k-11k,400-550,5.38,74.5,moderately_fit
55,North,Gym,82,7781,360,5k-8k,250-400,4.94,70.7,moderately_fit
28,North,Cycling,75,9563,478,8k-11k,400-550,6.71,65.9,moderately_fit
27,South,Gym,76,4793,214,<5k,<250,8.16,53.5,unfit
61,North,Walking,79,8081,351,8k-11k,250-400,5.42,85.7,moderately_fit
51,East,Gym,80,7835,306,5k-8k,250-400,8.17,79.1,moderately_fit
23,South,Cycling,110,11482,561,11k-14k,550-700,7.81,60.8,moderately_fit
49,North,Sports,99,9521,600,8k-11k,550-700,9.55,91.7,moderately_fit
28,South,Walking,74,8653,351,8k-11k,250-400,6.77,56.4,moderately_fit
52,East,Gym,77,7438,390,5k-8k,250-400,6.45,79.7,moderately_fit
31,South,Running,100,12231,591,11k-14k,550-700,6.07,50.7,moderately_fit
21,East,Gym,74,8960,329,8k-11k,250-400,7.55,58.7,moderately_fit
25,South,Running,102,14494,719,>14k,>700,6.92,52.8,fit
25,East,Gym,73,6651,266,5k-8k,250-400,6.34,79.3,unfit
51,East,Walking,70,9068,377,8k-11k,250-400,5.98,100.1,moderately_fit
51,North,Cycling,63,7842,345,5k-8k,250-400,6.54,65.3,moderately_fit
73,North,Gym,86,4345,179,<5k,<250,6.22,72.8,unfit
49,West,Sports,93,9368,533,8k-11k,400-550,6.55,100.3,moderately_fit
51,West,Walking,75,8058,374,8k-11k,250-400,8.5,68.8,moderately_fit
58,East,Gym,45,6662,276,5k-8k,250-400,6.45,93.2,unfit
27,East,Gym,69,12310,451,11k-14k,400-550,7.26,79.4,moderately_fit
54,North,Walking,60,5420,169,5k-8k,<250,6.21,84.3,unfit
25,South,Sports,81,8841,444,8k-11k,400-550,6.01,90.3,moderately_fit
59,West,Cycling,98,6632,335,5k-8k,250-400,7.75,84.9,unfit
29,West,Gym,76,7551,301,5k-8k,250-400,7.45,56.5,moderately_fit
64,North,Cycling,90,9941,454,8k-11k,400-550,6.88,70.0,moderately_fit
18,North,Sports,83,11854,717,11k-14k,>700,7.86,59.7,moderately_fit
53,South,Walking,59,3772,128,<5k,<250,6.29,68.6,unfit
63,South,Walking,80,2704,100,<5k,<250,6.58,90.0,unfit
43,South,Gym,97,3754,180,<5k,<250,7.85,66.0,unfit
28,South,Cycling,89,17834,1108,>14k,>700,6.82,75.4,fit
25,North,Gym,89,7659,246,5k-8k,<250,8.54,65.9,moderately_fit
55,East,Walking,78,6912,224,5k-8k,<250,5.74,82.3,unfit
21,East,Running,84,11079,764,11k-14k,>700,8.09,58.6,moderately_fit
27,East,Running,98,17782,875,>14k,>700,7.41,87.8,fit
27,East,Cycling,82,9136,401,8k-11k,400-550,7.35,88.3,moderately_fit
32,South,Running,111,19212,1189,>14k,>700,8.12,64.4,fit
26,East,Running,104,20115,845,>14k,>700,7.92,67.1,fit
24,South,Sports,87,9691,525,8k-11k,400-550,6.12,64.6,moderately_fit
25,West,Gym,45,12630,560,11k-14k,550-700,6.46,78.9,moderately_fit
45,North,Gym,99,12893,581,11k-14k,550-700,6.65,78.8,moderately_fit
62,West,Cycling,84,4473,170,<5k,<250,7.09,72.6,unfit
49,North,Cycling,86,5802,293,5k-8k,250-400,7.9,68.2,unfit
45,North,Running,95,6021,332,5k-8k,250-400,5.81,87.6,unfit
18,South,Gym,67,7650,320,5k-8k,250-400,7.56,76.1,moderately_fit
51,South,Cycling,81,6846,378,5k-8k,250-400,7.52,81.4,moderately_fit
27,North,Running,94,13098,569,11k-14k,550-700,8.31,84.8,moderately_fit
25,South,Cycling,84,8248,297,8k-11k,250-400,6.02,70.5,moderately_fit
25,East,Cycling,88,13169,592,11k-14k,550-700,7.27,85.3,moderately_fit
33,North,Gym,66,9076,367,8k-11k,250-400,7.28,73.2,moderately_fit
26,South,Cycling,97,12420,574,11k-14k,550-700,5.6,64.8,moderately_fit
53,North,Walking,72,8192,361,8k-11k,250-400,6.01,76.1,moderately_fit
30,South,Sports,82,12617,675,11k-14k,550-700,6.19,65.3,fit
44,East,Cycling,91,9360,490,8k-11k,400-550,6.57,65.1,moderately_fit
28,South,Running,108,11535,645,11k-14k,550-700,8.35,60.7,moderately_fit
41,West,Cycling,86,12403,443,11k-14k,400-550,8.15,48.3,moderately_fit
49,South,Gym,70,8609,334,8k-11k,250-400,6.82,76.0,moderately_fit
54,East,Walking,62,6517,277,5k-8k,250-400,8.01,81.6,unfit
29,East,Gym,50,7753,394,5k-8k,250-400,6.77,57.7,moderately_fit
30,West,Cycling,110,11790,545,11k-14k,400-550,6.13,59.0,moderately_fit
33,North,Running,100,11155,597,11k-14k,550-700,7.92,70.3,moderately_fit
34,North,Gym,89,9708,479,8k-11k,400-550,7.43,82.1,moderately_fit
54,South,Cycling,120,8458,415,8k-11k,400-550,7.06,70.3,moderately_fit
73,West,Walking,50,6497,256,5k-8k,250-400,6.27,88.9,unfit
31,North,Cycling,78,7638,390,5k-8k,250-400,7.12,90.7,moderately_fit
38,West,Running,105,13142,782,11k-14k,>700,7.82,56.5,fit
42,North,Running,98,14708,688,>14k,550-700,7.83,94.4,fit
25,North,Gym,89,9719,487,8k-11k,400-550,7.66,87.3,moderately_fit
34,North,Sports,92,8057,325,8k-11k,250-400,6.95,73.9,moderately_fit
22,South,Gym,58,7871,378,5k-8k,250-400,6.82,87.8,moderately_fit
72,West,Walking,75,7654,235,5k-8k,<250,6.5,84.0,moderately_fit
31,North,Cycling,90,10783,613,8k-11k,550-700,6.37,60.0,moderately_fit
32,South,Sports,102,9738,561,8k-11k,550-700,6.13,62.2,moderately_fit
30,North,Walking,79,9868,378,8k-11k,250-400,7.69,61.7,moderately_fit
64,East,Cycling,90,12194,500,11k-14k,400-550,7.18,88.7,moderately_fit
29,North,Cycling,90,8173,434,8k-11k,400-550,6.33,82.6,moderately_fit
18,South,Running,95,13491,640,11k-14k,550-700,6.7,82.8,fit
32,East,Running,102,12566,666,11k-14k,550-700,6.77,64.8,fit
30,South,Gym,90,10533,468,8k-11k,400-550,7.52,90.1,moderately_fit
26,North,Gym,79,9015,403,8k-11k,400-550,8.36,70.7,moderately_fit
36,North,Cycling,80,10866,550,8k-11k,400-550,6.79,90.6,moderately_fit
46,East,Walking,64,6214,225,5k-8k,<250,4.57,78.9,unfit
27,East,Running,106,20699,956,>14k,>700,7.63,64.3,fit
60,West,Walking,74,6907,213,5k-8k,<250,5.03,87.8,unfit
20,East,Running,85,13919,764,11k-14k,>700,6.87,71.3,fit
47,West,Running,45,11266,726,11k-14k,>700,8.83,51.6,moderately_fit
46,South,Sports,96,11756,620,11k-14k,550-700,5.8,73.4,moderately_fit
18,North,Running,101,12134,574,11k-14k,550-700,6.64,56.1,moderately_fit
24,North,Gym,84,10275,529,8k-11k,400-550,5.89,73.0,moderately_fit
58,South,Walking,76,6185,170,5k-8k,<250,5.1,84.8,unfit
33,East,Cycling,83,8638,371,8k-11k,250-400,6.61,65.2,moderately_fit
45,East,Running,99,5356,221,5k-8k,<250,7.03,73.2,unfit
26,North,Running,112,8989,448,8k-11k,400-550,8.46,74.6,moderately_fit
63,South,Gym,94,6426,296,5k-8k,250-400,6.48,72.3,unfit
30,East,Cycling,76,13307,641,11k-14k,550-700,7.7,72.1,fit
29,South,Sports,92,10923,654,8k-11k,550-700,8.91,52.4,moderately_fit
69,North,Walking,83,7012,247,5k-8k,<250,8.47,73.0,moderately_fit
46,East,Cycling,84,8843,448,8k-11k,400-550,6.6,81.3,moderately_fit
30,North,Walking,67,5257,187,5k-8k,<250,8.07,70.4,unfit
21,West,Running,110,10864,524,8k-11k,400-550,7.87,63.7,moderately_fit
62,West,Gym,74,4750,224,<5k,<250,8.25,79.2,unfit
27,South,Running,88,14522,697,>14k,550-700,6.21,59.3,fit
20,South,Gym,77,9752,356,8k-11k,250-400,6.63,60.7,moderately_fit
24,East,Cycling,78,10899,631,8k-11k,550-700,7.61,72.5,moderately_fit
25,South,Gym,72,9016,420,8k-11k,400-550,5.51,67.5,moderately_fit
27,North,Gym,83,12162,592,11k-14k,550-700,6.33,70.5,moderately_fit
35,West,Gym,81,13565,696,11k-14k,550-700,5.77,80.1,fit
27,South,Running,96,11886,690,11k-14k,550-700,6.91,75.5,moderately_fit
20,North,Gym,79,9396,433,8k-11k,400-550,6.76,57.2,moderately_fit
26,South,Gym,88,6413,213,5k-8k,<250,9.79,59.9,unfit
30,North,Gym,84,9163,513,8k-11k,400-550,7.27,79.8,moderately_fit
62,North,Walking,68,5023,187,5k-8k,<250,5.05,82.7,unfit
24,South,Gym,75,10136,445,8k-11k,400-550,7.16,73.3,moderately_fit
24,South,Gym,81,11795,511,11k-14k,400-550,4.46,80.6,moderately_fit
57,South,Gym,85,4375,204,<5k,<250,7.78,94.9,unfit
25,West,Running,101,13662,830,11k-14k,>700,8.15,84.9,fit
61,West,Walking,93,5152,246,5k-8k,<250,5.06,110.7,unfit
37,North,Cycling,96,10876,463,8k-11k,400-550,7.63,82.2,moderately_fit
40,North,Gym,76,12034,455,11k-14k,400-550,6.72,74.1,moderately_fit
65,South,Walking,68,4192,155,<5k,<250,5.71,72.2,unfit
59,South,Cycling,77,10242,588,8k-11k,550-700,8.67,82.2,moderately_fit
36,West,Running,94,18216,1013,>14k,>700,6.81,87.4,fit
30,South,Sports,97,9845,462,8k-11k,400-550,7.51,73.6,moderately_fit
19,North,Gym,86,10301,474,8k-11k,400-550,6.65,61.2,moderately_fit
46,South,Cycling,87,10106,487,8k-11k,400-550,8.58,78.0,moderately_fit
51,East,Cycling,68,6119,315,5k-8k,250-400,6.94,84.4,unfit
53,West,Cycling,98,10647,348,8k-11k,250-400,6.54,75.0,moderately_fit
33,North,Sports,88,14506,780,>14k,>700,7.19,88.0,fit
50,South,Walking,63,4957,157,<5k,<250,5.2,66.4,unfit
64,North,Walking,70,4967,123,<5k,<250,8.42,73.0,unfit
59,South,Running,99,5659,307,5k-8k,250-400,8.78,82.9,unfit
49,North,Gym,88,10563,531,8k-11k,400-550,6.79,84.1,moderately_fit
35,West,Cycling,79,12803,650,11k-14k,550-700,6.42,75.5,fit
59,East,Walking,72,3901,135,<5k,<250,6.02,65.3,unfit
51,West,Cycling,85,7254,370,5k-8k,250-400,6.07,82.2,moderately_fit
27,West,Gym,89,8405,376,8k-11k,250-400,6.39,89.0,moderately_fit
64,North,Walking,72,8130,220,8k-11k,<250,5.93,87.3,moderately_fit
25,East,Sports,86,12212,712,11k-14k,>700,5.99,86.3,fit
25,West,Gym,71,9912,373,8k-11k,250-400,8.11,63.0,moderately_fit
54,South,Walking,72,6383,210,5k-8k,<250,6.39,96.7,unfit
25,East,Gym,76,12965,505,11k-14k,400-550,7.51,75.6,moderately_fit
28,South,Cycling,86,10267,454,8k-11k,400-550,6.88,67.3,moderately_fit
43,East,Cycling,106,9660,439,8k-11k,400-550,6.1,70.4,moderately_fit
54,South,Cycling,98,12055,559,11k-14k,550-700,6.69,88.1,moderately_fit
28,South,Running,95,17490,1187,>14k,>700,6.67,89.1,fit
25,North,Gym,78,6922,306,5k-8k,250-400,7.96,69.2,unfit
49,North,Walking,79,2454,100,<5k,<250,7.81,91.1,unfit
32,North,Gym,86,9048,349,8k-11k,250-400,5.72,81.9,moderately_fit
26,North,Running,105,16140,812,>14k,>700,7.16,71.9,fit
60,South,Running,94,11745,645,11k-14k,550-700,7.27,77.1,moderately_fit
43,North,Gym,69,6803,342,5k-8k,250-400,6.45,91.0,unfit
24,North,Gym,88,14259,789,>14k,>700,6.61,74.3,fit
31,East,Gym,68,6461,281,5k-8k,250-400,7.01,93.5,unfit
50,East,Walking,67,3565,141,<5k,<250,5.27,63.7,unfit
35,East,Gym,70,11752,557,11k-14k,550-700,7.16,66.0,moderately_fit
51,West,Walking,69,5399,124,5k-8k,<250,6.85,82.5,unfit
23,North,Walking,64,11130,454,11k-14k,400-550,5.27,67.7,moderately_fit
38,North,Sports,84,10642,301,8k-11k,250-400,8.6,68.0,moderately_fit
54,North,Walking,72,5303,232,5k-8k,<250,6.38,75.8,unfit
35,West,Cycling,72,11881,636,11k-14k,550-700,8.56,76.1,moderately_fit
32,East,Running,113,16165,846,>14k,>700,7.47,82.8,fit
34,North,Cycling,92,16121,817,>14k,>700,7.19,77.9,fit
23,North,Gym,77,11821,465,11k-14k,400-550,7.99,69.0,moderately_fit
58,South,Gym,81,10011,453,8k-11k,400-550,7.29,55.4,moderately_fit
59,North,Walking,74,4655,182,<5k,<250,5.26,88.5,unfit
30,South,Walking,72,9277,336,8k-11k,250-400,6.59,65.8,moderately_fit
29,West,Sports,92,13610,781,11k-14k,>700,7.65,67.0,fit
58,South,Gym,86,5879,258,5k-8k,250-400,6.34,84.8,unfit
35,West,Gym,78,5427,233,5k-8k,<250,8.28,71.5,unfit
25,South,Running,102,11591,653,11k-14k,550-700,7.06,76.0,moderately_fit
26,East,Gym,98,8175,400,8k-11k,250-400,7.17,85.3,moderately_fit
24,West,Cycling,88,11034,597,11k-14k,550-700,7.11,74.3,moderately_fit
55,South,Gym,84,9398,487,8k-11k,400-550,7.94,62.1,moderately_fit
21,South,Walking,56,9733,348,8k-11k,250-400,7.33,76.3,moderately_fit
25,East,Gym,82,13905,616,11k-14k,550-700,6.87,65.3,fit
54,West,Gym,90,8666,321,8k-11k,250-400,6.16,77.5,moderately_fit
22,North,Running,99,10240,513,8k-11k,400-550,6.07,67.3,moderately_fit
40,North,Running,102,10097,443,8k-11k,400-550,6.92,75.6,moderately_fit
34,South,Cycling,91,10147,423,8k-11k,400-550,7.28,73.1,moderately_fit
40,West,Cycling,95,12916,718,11k-14k,>700,7.02,67.5,fit
25,West,Gym,65,11087,534,11k-14k,400-550,6.73,64.1,moderately_fit
54,North,Cycling,79,7222,322,5k-8k,250-400,6.41,94.7,moderately_fit
41,North,Walking,70,4546,162,<5k,<250,4.99,96.3,unfit
56,West,Gym,45,5880,231,5k-8k,<250,6.89,66.7,unfit
69,North,Sports,100,5487,348,5k-8k,250-400,6.13,91.9,unfit
25,North,Running,107,13941,646,11k-14k,550-700,7.31,73.8,fit
32,North,Running,89,14934,726,>14k,>700,7.57,79.4,fit
63,North,Walking,80,6191,291,5k-8k,250-400,7.7,92.4,unfit
29,East,Cycling,83,9932,416,8k-11k,400-550,6.67,71.5,moderately_fit
27,South,Gym,75,9470,427,8k-11k,400-550,5.63,72.4,moderately_fit
30,South,Cycling,73,7774,361,5k-8k,250-400,6.85,87.0,moderately_fit
23,West,Gym,68,7952,298,5k-8k,250-400,7.09,69.5,moderately_fit
58,North,Walking,67,6488,206,5k-8k,<250,7.68,74.1,unfit
50,North,Walking,71,10792,415,8k-11k,400-550,7.57,65.8,moderately_fit
50,West,Walking,64,8987,406,8k-11k,400-550,6.27,68.5,moderately_fit
48,East,Sports,105,7128,374,5k-8k,250-400,6.86,75.2,moderately_fit
58,North,Cycling,76,10910,689,8k-11k,550-700,5.92,78.1,moderately_fit
52,North,Gym,79,8171,360,8k-11k,250-400,6.53,72.5,moderately_fit
47,North,Walking,80,6859,196,5k-8k,<250,6.92,63.3,unfit
61,East,Walking,79,10811,386,8k-11k,250-400,7.73,62.3,moderately_fit
36,North,Cycling,77,9346,519,8k-11k,400-550,7.81,60.2,moderately_fit
30,South,Gym,90,10519,481,8k-11k,400-550,6.32,57.3,moderately_fit
42,North,Cycling,50,12001,493,11k-14k,400-550,5.76,92.2,moderately_fit
59,East,Walking,66,4423,178,<5k,<250,6.7,62.1,unfit
48,South,Cycling,87,4367,193,<5k,<250,6.78,72.8,unfit
31,South,Cycling,84,7636,335,5k-8k,250-400,7.7,77.1,moderately_fit
36,North,Running,95,13964,701,11k-14k,>700,6.45,93.5,fit
18,North,Cycling,83,14240,566,>14k,550-700,8.83,68.8,moderately_fit
26,East,Cycling,97,12712,643,11k-14k,550-700,6.73,71.1,fit
30,East,Cycling,78,12362,609,11k-14k,550-700,8.74,86.3,fit
52,East,Gym,75,8569,415,8k-11k,400-550,7.67,86.7,moderately_fit
26,East,Gym,73,7400,271,5k-8k,250-400,7.53,73.8,moderately_fit
51,North,Cycling,77,9290,539,8k-11k,400-550,6.12,72.2,moderately_fit
21,East,Running,107,16584,891,>14k,>700,5.97,83.3,fit
23,North,Cycling,86,12777,556,11k-14k,550-700,6.99,71.6,moderately_fit
47,North,Running,107,17018,976,>14k,>700,6.03,70.1,fit
67,East,Walking,103,4222,143,<5k,<250,7.45,69.3,unfit
27,West,Sports,80,10810,584,8k-11k,550-700,8.1,72.0,moderately_fit
57,East,Walking,69,4514,144,<5k,<250,6.87,99.4,unfit
34,East,Sports,88,4781,252,<5k,250-400,6.57,79.0,unfit
28,West,Gym,91,10868,470,8k-11k,400-550,7.9,76.2,moderately_fit
19,North,Gym,45,9943,334,8k-11k,250-400,6.9,71.5,moderately_fit
61,West,Gym,83,6524,260,5k-8k,250-400,6.2,78.9,unfit
27,South,Sports,96,10181,513,8k-11k,400-550,6.93,72.6,moderately_fit
24,East,Cycling,107,12899,613,11k-14k,550-700,7.11,80.6,fit
28,East,Cycling,103,11243,514,11k-14k,400-550,7.61,58.2,moderately_fit
22,South,Gym,86,13595,671,11k-14k,550-700,8.16,85.1,fit
22,East,Walking,70,7835,335,5k-8k,250-400,4.77,73.6,moderately_fit
26,North,Running,107,15457,945,>14k,>700,9.06,75.2,fit
50,West,Gym,89,11796,460,11k-14k,400-550,7.19,85.8,moderately_fit
32,North,Cycling,82,10054,539,8k-11k,400-550,7.51,84.4,moderately_fit
31,North,Cycling,77,9875,416,8k-11k,400-550,7.66,73.1,moderately_fit
21,North,Running,95,18979,900,>14k,>700,7.51,59.1,fit
54,North,Cycling,50,5222,248,5k-8k,<250,7.89,50.2,unfit
36,North,Cycling,77,9910,388,8k-11k,250-400,10.29,72.2,moderately_fit
36,North,Sports,84,10729,636,8k-11k,550-700,9.07,73.4,moderately_fit
34,South,Running,109,10867,649,8k-11k,550-700,7.18,79.5,moderately_fit
63,South,Cycling,74,9720,376,8k-11k,250-400,8.93,68.6,moderately_fit
23,North,Running,102,12789,708,11k-14k,>700,8.03,81.2,fit
34,North,Walking,84,7357,204,5k-8k,<250,5.3,92.9,moderately_fit
28,West,Gym,90,7001,330,5k-8k,250-400,5.76,67.4,moderately_fit
29,North,Gym,91,9980,447,8k-11k,400-550,6.94,83.0,moderately_fit
50,North,Walking,67,10452,482,8k-11k,400-550,7.65,88.7,moderately_fit
26,North,Walking,78,7468,238,5k-8k,<250,6.56,85.2,moderately_fit
32,North,Sports,88,11761,559,11k-14k,550-700,8.33,85.6,moderately_fit
25,East,Running,98,10738,643,8k-11k,550-700,8.23,83.1,moderately_fit
24,South,Gym,72,11706,583,11k-14k,550-700,7.47,75.7,moderately_fit
25,South,Running,95,14041,728,>14k,>700,7.07,83.9,fit
31,North,Running,95,14878,755,>14k,>700,6.82,70.7,fit
43,East,Walking,81,8565,349,8k-11k,250-400,6.12,85.1,moderately_fit
34,East,Gym,72,8480,378,8k-11k,250-400,7.76,93.5,moderately_fit
49,North,Sports,84,12865,680,11k-14k,550-700,7.3,61.9,fit
34,North,Cycling,84,13435,643,11k-14k,550-700,7.24,59.0,fit
29,North,Running,114,14919,879,>14k,>700,6.63,69.4,fit
23,East,Running,101,15098,587,>14k,550-700,8.44,77.8,moderately_fit
40,North,Gym,76,8603,456,8k-11k,400-550,7.83,68.5,moderately_fit
28,South,Running,95,15684,986,>14k,>700,10.05,76.0,fit
55,North,Gym,74,8824,344,8k-11k,250-400,7.14,79.5,moderately_fit
50,North,Cycling,89,5864,221,5k-8k,<250,8.94,78.8,unfit
63,North,Walking,68,4256,180,<5k,<250,6.14,66.0,unfit
56,North,Cycling,92,11353,612,11k-14k,550-700,5.74,100.6,moderately_fit
34,North,Gym,56,9553,364,8k-11k,250-400,6.2,78.7,moderately_fit
46,South,Running,108,11548,597,11k-14k,550-700,8.12,82.9,moderately_fit
24,South,Running,108,19685,1044,>14k,>700,6.03,80.6,fit
36,South,Running,84,15635,1103,>14k,>700,7.12,83.4,fit
68,East,Gym,78,9366,374,8k-11k,250-400,7.35,77.1,moderately_fit
24,East,Gym,83,9048,350,8k-11k,250-400,7.84,82.7,moderately_fit
43,East,Running,97,13656,854,11k-14k,>700,6.32,75.6,fit
28,West,Gym,76,9129,399,8k-11k,250-400,7.8,85.7,moderately_fit
43,North,Walking,66,4596,183,<5k,<250,6.26,70.0,unfit
43,North,Gym,130,8825,403,8k-11k,400-550,7.94,72.3,moderately_fit
35,South,Cycling,100,10495,494,8k-11k,400-550,7.87,78.2,moderately_fit
30,South,Gym,94,9014,378,8k-11k,250-400,6.55,64.6,moderately_fit
30,South,Gym,82,11676,569,11k-14k,550-700,5.92,63.5,moderately_fit
28,North,Running,112,13667,682,11k-14k,550-700,8.28,65.9,fit
43,South,Sports,88,11008,614,11k-14k,550-700,6.2,84.9,moderately_fit
22,West,Cycling,89,11976,587,11k-14k,550-700,7.26,81.4,moderately_fit
53,North,Sports,97,11223,500,11k-14k,400-550,6.95,79.8,moderately_fit
23,West,Running,97,15394,742,>14k,>700,6.37,62.5,fit
48,South,Running,91,14060,815,>14k,>700,6.63,71.6,fit
35,North,Cycling,74,7432,304,5k-8k,250-400,6.97,74.5,moderately_fit
21,South,Gym,83,10160,377,8k-11k,250-400,6.72,63.3,moderately_fit
27,South,Gym,86,9119,480,8k-11k,400-550,7.05,81.6,moderately_fit
51,South,Walking,71,3607,121,<5k,<250,6.12,79.4,unfit
23,South,Gym,57,6059,312,5k-8k,250-400,8.09,82.0,unfit
22,South,Running,99,12716,631,11k-14k,550-700,8.61,70.0,fit
26,North,Running,96,12244,598,11k-14k,550-700,6.49,97.3,moderately_fit
18,North,Gym,62,9401,346,8k-11k,250-400,6.35,74.1,moderately_fit
29,North,Sports,88,12367,518,11k-14k,400-550,7.36,53.5,moderately_fit
49,West,Running,119,13382,754,11k-14k,>700,6.77,79.7,fit
63,North,Gym,97,3904,164,<5k,<250,6.69,72.5,unfit
18,West,Sports,91,10741,480,8k-11k,400-550,7.01,89.4,moderately_fit
75,North,Walking,88,3220,130,<5k,<250,5.53,73.1,unfit
21,North,Cycling,83,11462,558,11k-14k,550-700,6.8,86.6,moderately_fit
46,North,Gym,87,8203,359,8k-11k,250-400,5.81,62.8,moderately_fit
24,North,Running,89,17397,720,>14k,>700,7.32,65.9,fit
33,West,Sports,95,9407,428,8k-11k,400-550,9.66,62.3,moderately_fit
41,East,Running,105,15025,624,>14k,550-700,6.66,77.7,fit
55,West,Walking,61,3064,103,<5k,<250,5.42,91.4,unfit
32,East,Walking,77,7291,270,5k-8k,250-400,4.62,64.3,moderately_fit
37,South,Gym,80,10112,489,8k-11k,400-550,6.65,59.3,moderately_fit
61,East,Cycling,78,10143,537,8k-11k,400-550,6.81,84.6,moderately_fit
64,South,Walking,67,8929,384,8k-11k,250-400,6.01,76.5,moderately_fit
30,East,Gym,77,15144,542,>14k,400-550,8.69,64.6,moderately_fit
26,North,Cycling,78,12373,612,11k-14k,550-700,7.3,68.7,fit
35,South,Gym,89,5571,237,5k-8k,<250,8.22,80.9,unfit
61,South,Cycling,88,18082,1024,>14k,>700,8.16,89.7,fit
50,North,Walking,69,8577,311,8k-11k,250-400,5.33,69.2,moderately_fit
26,South,Gym,77,12042,660,11k-14k,550-700,7.99,78.0,fit
53,West,Walking,75,5279,236,5k-8k,<250,6.43,73.0,unfit
51,South,Sports,95,9835,493,8k-11k,400-550,5.84,74.9,moderately_fit
28,South,Running,111,11523,620,11k-14k,550-700,6.59,69.0,moderately_fit
20,North,Gym,90,11547,511,11k-14k,400-550,8.16,63.4,moderately_fit
57,East,Gym,80,6241,251,5k-8k,250-400,6.8,92.9,unfit
24,South,Running,98,16555,705,>14k,>700,6.86,53.9,fit
52,West,Walking,74,4707,208,<5k,<250,7.4,80.7,unfit
18,West,Cycling,84,14376,625,>14k,550-700,8.53,82.5,fit
29,West,Gym,83,9973,546,8k-11k,400-550,7.41,55.9,moderately_fit
26,North,Gym,73,12645,651,11k-14k,550-700,6.67,74.0,fit
28,North,Running,100,20334,946,>14k,>700,8.43,73.8,fit
27,West,Gym,45,10108,441,8k-11k,400-550,5.14,85.1,moderately_fit
30,East,Sports,85,15372,854,>14k,>700,7.32,58.0,fit
26,West,Walking,70,10313,289,8k-11k,250-400,7.55,93.2,moderately_fit
47,South,Cycling,105,9626,492,8k-11k,400-550,8.41,75.5,moderately_fit
25,South,Gym,75,10183,397,8k-11k,250-400,8.76,85.9,moderately_fit
36,North,Cycling,81,11238,587,11k-14k,550-700,8.45,88.3,moderately_fit
28,East,Gym,96,8242,421,8k-11k,400-550,7.33,54.5,moderately_fit
24,East,Sports,90,11412,554,11k-14k,550-700,6.32,65.8,moderately_fit
22,North,Gym,88,12795,539,11k-14k,400-550,6.78,82.6,moderately_fit
42,North,Cycling,89,8304,501,8k-11k,400-550,6.98,72.0,moderately_fit
24,South,Running,50,13951,842,11k-14k,>700,6.48,80.1,fit
57,East,Gym,89,6583,328,5k-8k,250-400,4.12,73.9,unfit
50,North,Walking,71,7213,297,5k-8k,250-400,6.53,78.4,moderately_fit
70,North,Cycling,85,13591,652,11k-14k,550-700,6.23,68.0,fit
58,North,Walking,60,5487,249,5k-8k,<250,6.7,76.6,unfit
28,North,Cycling,76,7596,397,5k-8k,250-400,5.91,62.4,moderately_fit
49,West,Running,85,12218,700,11k-14k,550-700,5.9,77.0,fit
20,East,Sports,80,10394,492,8k-11k,400-550,6.67,73.5,moderately_fit
